Gene,GC,AU,Length,Polar%,Non-Polar%
YCL055W   ,38.2      ,35.4      ,1008      ,26.4      ,73.6
YCL056C   ,33.6      ,35.6      ,435       ,30.8      ,69.2
YCL057W   ,39.6      ,31.1      ,2139      ,29.3      ,70.7
YCL061C   ,37.7      ,40.0      ,3291      ,22.3      ,77.7
YCL063W   ,40.2      ,33.9      ,1272      ,25.9      ,74.1
YCR003W   ,37.5      ,37.7      ,552       ,24.8      ,75.2
YCR004C   ,44.9      ,29.0      ,744       ,26.1      ,73.9
YCR005C   ,39.8      ,31.1      ,1383      ,29.1      ,70.9
YCR009C   ,38.2      ,35.7      ,798       ,26.1      ,73.9
YCR010C   ,42.0      ,23.2      ,852       ,34.7      ,65.3
YCR011C   ,37.9      ,30.5      ,3150      ,31.6      ,68.4
YCR012W   ,46.0      ,25.7      ,1251      ,28.2      ,71.8
YCR014C   ,36.0      ,35.8      ,1749      ,28.2      ,71.8
YCR017C   ,39.6      ,26.6      ,2862      ,33.9      ,66.1
YCR018C   ,37.4      ,40.5      ,666       ,22.1      ,77.9
YCR019W   ,40.7      ,31.8      ,1092      ,27.6      ,72.4
YCR020C   ,38.7      ,31.5      ,648       ,29.8      ,70.2
YCR020W   ,33.3      ,43.9      ,237       ,22.8      ,77.2
YCR021C   ,42.8      ,23.9      ,999       ,33.2      ,66.8
YCR023C   ,38.1      ,28.8      ,1836      ,33.1      ,66.9
YCR027C   ,39.7      ,32.5      ,630       ,27.8      ,72.2
YCR028C   ,40.2      ,26.8      ,1539      ,33.0      ,67.0
YCR030C   ,41.7      ,31.9      ,2613      ,26.4      ,73.6
YCR031C   ,39.4      ,29.3      ,721       ,31.3      ,68.7
YCR032W   ,35.1      ,34.1      ,6504      ,30.8      ,69.2
YCR033W   ,39.6      ,36.2      ,3681      ,24.2      ,75.8
YCR034W   ,38.2      ,26.1      ,1044      ,35.7      ,64.3
YCR035C   ,38.2      ,35.0      ,1185      ,26.8      ,73.2
YCR036W   ,39.8      ,31.6      ,1002      ,28.5      ,71.5
YCR037C   ,38.6      ,30.9      ,2772      ,30.6      ,69.4
YCR043C   ,37.0      ,30.5      ,384       ,32.6      ,67.4
YCR044C   ,40.8      ,27.8      ,1074      ,31.4      ,68.6
YCR045C   ,47.9      ,28.4      ,1476      ,23.7      ,76.3
YCR046C   ,52.4      ,27.8      ,510       ,19.8      ,80.2
YCR047C   ,52.7      ,26.3      ,828       ,21.0      ,79.0
YCR048W   ,49.9      ,23.9      ,1833      ,26.1      ,73.9
YCR051W   ,53.1      ,28.0      ,669       ,19.0      ,81.0
YCR052W   ,45.8      ,32.6      ,1452      ,21.6      ,78.4
YCR053W   ,40.4      ,31.6      ,1545      ,28.0      ,72.0
YCR054C   ,36.1      ,33.0      ,1692      ,30.9      ,69.1
YCR057C   ,41.3      ,30.5      ,2772      ,28.2      ,71.8
YCR059C   ,53.0      ,24.3      ,777       ,22.7      ,77.3
YCR060W   ,49.7      ,29.5      ,336       ,20.8      ,79.2
YCR065W   ,41.8      ,32.6      ,1695      ,25.5      ,74.5
YCR066W   ,37.8      ,36.1      ,1464      ,26.0      ,74.0
YCR067C   ,40.1      ,30.1      ,3198      ,29.8      ,70.2
YCR068W   ,48.0      ,27.6      ,1563      ,24.4      ,75.6
YCR069W   ,43.4      ,29.5      ,957       ,27.2      ,72.8
YCR071C   ,40.4      ,35.4      ,441       ,24.3      ,75.7
YCR072C   ,43.4      ,30.2      ,1548      ,26.4      ,73.6
YCR073W   ,49.5      ,27.1      ,948       ,23.4      ,76.6
YCR075C   ,43.3      ,25.4      ,783       ,31.3      ,68.7
YCR076C   ,48.1      ,28.6      ,753       ,23.4      ,76.6
YCR077C   ,43.5      ,30.6      ,2391      ,26.0      ,74.0
YCR079W   ,47.8      ,27.9      ,1329      ,24.3      ,75.7
YCR081W   ,35.2      ,34.3      ,4284      ,30.5      ,69.5
YCR082W   ,39.5      ,34.6      ,387       ,25.8      ,74.2
YCR083W   ,41.4      ,32.0      ,384       ,26.6      ,73.4
YCR084C   ,45.5      ,30.3      ,2142      ,24.2      ,75.8
YCR086W   ,44.0      ,34.6      ,573       ,21.5      ,78.5
YCR087C   ,45.2      ,36.1      ,462       ,18.6      ,81.4
YCR088W   ,45.9      ,32.5      ,1779      ,21.5      ,78.5
YCR089W   ,41.8      ,28.5      ,4830      ,29.7      ,70.3
YCR090C   ,36.4      ,34.1      ,549       ,29.5      ,70.5
YCR091W   ,39.9      ,34.7      ,2163      ,25.3      ,74.7
YCR092C   ,36.6      ,34.5      ,3144      ,28.9      ,71.1
YCR093W   ,36.4      ,33.2      ,6327      ,30.4      ,69.6
YCR094W   ,36.8      ,34.4      ,1176      ,28.7      ,71.3
YDL001W   ,37.4      ,35.9      ,1293      ,26.7      ,73.3
YDL002C   ,37.9      ,39.7      ,612       ,22.4      ,77.6
YDL003W   ,38.3      ,36.9      ,1701      ,24.8      ,75.2
YDL004W   ,39.8      ,31.3      ,483       ,29.0      ,71.0
YDL005C   ,38.3      ,40.1      ,1296      ,21.5      ,78.5
YDL006W   ,38.3      ,32.7      ,846       ,29.0      ,71.0
YDL014W   ,47.5      ,24.4      ,984       ,28.2      ,71.8
YDL015C   ,35.3      ,28.8      ,933       ,35.9      ,64.1
YDL017W   ,38.5      ,33.1      ,1524      ,28.3      ,71.7
YDL019C   ,40.4      ,34.9      ,3852      ,24.7      ,75.3
YDL020C   ,38.3      ,35.2      ,1596      ,26.5      ,73.5
YDL021W   ,37.5      ,34.9      ,936       ,27.6      ,72.4
YDL022W   ,43.9      ,27.6      ,1176      ,28.6      ,71.4
YDL027C   ,35.8      ,34.3      ,1263      ,29.9      ,70.1
YDL028C   ,37.0      ,36.6      ,2295      ,26.4      ,73.6
YDL029W   ,41.0      ,28.0      ,1299      ,30.9      ,69.1
YDL030W   ,37.8      ,35.4      ,1593      ,26.8      ,73.2
YDL031W   ,38.9      ,35.5      ,2988      ,25.6      ,74.4
YDL033C   ,45.6      ,29.9      ,1254      ,24.5      ,75.5
YDL035C   ,36.5      ,35.3      ,2886      ,28.2      ,71.8
YDL040C   ,38.2      ,34.6      ,2565      ,27.2      ,72.8
YDL042C   ,39.7      ,33.0      ,1689      ,27.4      ,72.6
YDL043C   ,37.1      ,36.7      ,801       ,26.2      ,73.8
YDL044C   ,37.2      ,37.6      ,1323      ,25.2      ,74.8
YDL045C   ,39.2      ,32.6      ,921       ,28.2      ,71.8
YDL045W   ,39.9      ,34.7      ,288       ,25.3      ,74.7
YDL046W   ,43.5      ,29.7      ,522       ,26.8      ,73.2
YDL047W   ,45.1      ,27.9      ,936       ,27.0      ,73.0
YDL048C   ,44.8      ,31.0      ,1473      ,24.2      ,75.8
YDL049C   ,42.6      ,31.8      ,807       ,25.5      ,74.5
YDL051W   ,40.5      ,35.5      ,828       ,24.0      ,76.0
YDL052C   ,42.3      ,28.2      ,912       ,29.5      ,70.5
YDL053C   ,42.5      ,36.2      ,558       ,21.3      ,78.7
YDL054C   ,41.2      ,25.9      ,1461      ,32.9      ,67.1
YDL056W   ,38.0      ,36.5      ,2502      ,25.4      ,74.6
YDL057W   ,41.6      ,32.0      ,987       ,26.3      ,73.7
YDL058W   ,35.8      ,39.9      ,5373      ,24.3      ,75.7
YDL059C   ,42.1      ,34.0      ,717       ,23.8      ,76.2
YDL060W   ,39.9      ,34.2      ,2367      ,25.9      ,74.1
YDL064W   ,38.4      ,33.4      ,584       ,28.3      ,71.7
YDL065C   ,37.1      ,39.9      ,1053      ,23.0      ,77.0
YDL066W   ,42.5      ,30.8      ,1287      ,26.7      ,73.3
YDL067C   ,47.8      ,29.4      ,180       ,22.8      ,77.2
YDL069C   ,33.9      ,38.5      ,702       ,27.6      ,72.4
YDL070W   ,36.8      ,37.1      ,1917      ,26.1      ,73.9
YDL072C   ,41.3      ,28.6      ,612       ,30.1      ,69.9
YDL073W   ,34.3      ,34.9      ,2955      ,30.8      ,69.2
YDL077C   ,35.8      ,35.1      ,3150      ,29.1      ,70.9
YDL078C   ,44.0      ,29.6      ,1032      ,26.5      ,73.5
YDL079C   ,37.7      ,34.1      ,1798      ,28.3      ,71.7
YDL085C   ,41.5      ,45.4      ,207       ,13.0      ,87.0
YDL085W   ,43.6      ,29.1      ,1638      ,27.3      ,72.7
YDL086W   ,46.8      ,25.8      ,822       ,27.4      ,72.6
YDL087C   ,46.4      ,32.2      ,786       ,21.4      ,78.6
YDL088C   ,37.9      ,35.7      ,1587      ,26.5      ,73.5
YDL089W   ,35.3      ,34.0      ,1455      ,30.8      ,69.2
YDL090C   ,39.9      ,32.4      ,1296      ,27.7      ,72.3
YDL091C   ,37.5      ,35.8      ,1368      ,26.7      ,73.3
YDL092W   ,37.9      ,37.9      ,441       ,24.3      ,75.7
YDL100C   ,39.7      ,32.0      ,1065      ,28.3      ,71.7
YDL101C   ,38.0      ,35.9      ,1542      ,26.1      ,73.9
YDL102W   ,37.9      ,31.9      ,3294      ,30.2      ,69.8
YDL103C   ,40.2      ,33.4      ,1434      ,26.4      ,73.6
YDL104C   ,39.1      ,32.9      ,1224      ,27.9      ,72.1
YDL105W   ,37.2      ,37.1      ,1209      ,25.7      ,74.3
YDL106C   ,37.0      ,37.1      ,1680      ,25.9      ,74.1
YDL107W   ,35.9      ,37.4      ,1056      ,26.7      ,73.3
YDL108W   ,39.0      ,32.5      ,1002      ,28.4      ,71.6
YDL109C   ,41.9      ,31.8      ,1944      ,26.2      ,73.8
YDL110C   ,47.2      ,33.8      ,453       ,19.0      ,81.0
YDL111C   ,40.7      ,29.9      ,798       ,29.3      ,70.7
YDL112W   ,36.5      ,32.9      ,4311      ,30.6      ,69.4
YDL113C   ,37.2      ,37.0      ,1923      ,25.7      ,74.3
YDL116W   ,36.7      ,33.6      ,2181      ,29.7      ,70.3
YDL117W   ,38.6      ,34.3      ,2658      ,27.0      ,73.0
YDL119C   ,39.7      ,32.1      ,924       ,28.1      ,71.9
YDL120W   ,40.8      ,33.5      ,525       ,25.7      ,74.3
YDL121C   ,36.7      ,36.2      ,450       ,27.1      ,72.9
YDL124W   ,40.9      ,33.0      ,939       ,26.1      ,73.9
YDL125C   ,42.2      ,31.6      ,588       ,26.2      ,73.8
YDL126C   ,41.8      ,30.4      ,2508      ,27.8      ,72.2
YDL127W   ,39.4      ,33.8      ,840       ,26.8      ,73.2
YDL131W   ,42.3      ,31.4      ,1323      ,26.3      ,73.7
YDL132W   ,37.6      ,35.9      ,2448      ,26.4      ,73.6
YDL138W   ,42.6      ,29.1      ,2292      ,28.2      ,71.8
YDL139C   ,40.3      ,41.3      ,744       ,18.4      ,81.6
YDL143W   ,42.0      ,30.1      ,1587      ,27.9      ,72.1
YDL144C   ,48.5      ,28.2      ,1080      ,23.2      ,76.8
YDL145C   ,39.9      ,31.2      ,3606      ,28.9      ,71.1
YDL146W   ,36.4      ,32.1      ,1476      ,31.5      ,68.5
YDL147W   ,35.9      ,37.4      ,1338      ,26.8      ,73.2
YDL148C   ,36.4      ,38.5      ,2433      ,25.1      ,74.9
YDL149W   ,37.2      ,33.8      ,2994      ,29.0      ,71.0
YDL150W   ,42.7      ,36.6      ,1269      ,20.7      ,79.3
YDL153C   ,38.3      ,38.2      ,1833      ,23.5      ,76.5
YDL154W   ,36.6      ,34.8      ,2706      ,28.6      ,71.4
YDL155W   ,41.5      ,32.7      ,1284      ,25.8      ,74.2
YDL156W   ,42.2      ,34.3      ,1569      ,23.5      ,76.5
YDL157C   ,39.2      ,34.2      ,357       ,26.6      ,73.4
YDL161W   ,41.0      ,38.3      ,1365      ,20.7      ,79.3
YDL164C   ,40.0      ,32.5      ,2268      ,27.6      ,72.4
YDL165W   ,41.5      ,30.9      ,576       ,27.6      ,72.4
YDL166C   ,43.1      ,32.2      ,594       ,24.7      ,75.3
YDL167C   ,37.7      ,34.6      ,2160      ,27.7      ,72.3
YDL168W   ,42.8      ,28.2      ,1161      ,29.0      ,71.0
YDL169C   ,40.8      ,36.9      ,672       ,22.3      ,77.7
YDL170W   ,38.4      ,32.8      ,1587      ,28.7      ,71.3
YDL171C   ,40.0      ,30.3      ,6438      ,29.6      ,70.4
YDL173W   ,44.3      ,33.9      ,888       ,21.8      ,78.2
YDL174C   ,44.8      ,30.2      ,1764      ,25.1      ,74.9
YDL175C   ,39.4      ,34.8      ,1035      ,25.8      ,74.2
YDL176W   ,36.5      ,33.6      ,2127      ,29.9      ,70.1
YDL177C   ,40.2      ,36.8      ,513       ,23.0      ,77.0
YDL178W   ,38.7      ,32.0      ,1593      ,29.4      ,70.6
YDL179W   ,38.5      ,34.3      ,915       ,27.2      ,72.8
YDL180W   ,38.6      ,30.3      ,1644      ,31.1      ,68.9
YDL181W   ,45.7      ,32.6      ,258       ,21.7      ,78.3
YDL182W   ,44.1      ,30.6      ,1287      ,25.3      ,74.7
YDL186W   ,43.9      ,33.0      ,834       ,23.1      ,76.9
YDL188C   ,41.5      ,31.1      ,1134      ,27.3      ,72.7
YDL189W   ,40.0      ,36.0      ,1374      ,24.0      ,76.0
YDL193W   ,38.7      ,34.1      ,1128      ,27.2      ,72.8
YDL194W   ,40.1      ,29.8      ,2655      ,30.1      ,69.9
YDL195W   ,42.2      ,30.8      ,3822      ,27.0      ,73.0
YDL197C   ,43.2      ,36.0      ,1578      ,20.8      ,79.2
YDL198C   ,42.4      ,27.1      ,903       ,30.5      ,69.5
YDL199C   ,39.3      ,28.7      ,2064      ,31.9      ,68.1
YDL200C   ,36.7      ,36.2      ,621       ,27.1      ,72.9
YDL201W   ,40.1      ,35.0      ,861       ,25.0      ,75.0
YDL202W   ,40.9      ,34.5      ,750       ,24.5      ,75.5
YDL203C   ,41.2      ,33.2      ,1872      ,25.5      ,74.5
YDL204W   ,42.1      ,33.1      ,1182      ,24.8      ,75.2
YDL205C   ,41.6      ,32.1      ,984       ,26.3      ,73.7
YDL206W   ,35.4      ,31.4      ,2289      ,33.2      ,66.8
YDL207W   ,39.4      ,36.2      ,1617      ,24.4      ,75.6
YDL208W   ,41.6      ,36.6      ,522       ,21.8      ,78.2
YDL209C   ,40.1      ,33.2      ,1020      ,26.7      ,73.3
YDL210W   ,40.3      ,25.1      ,1716      ,34.6      ,65.4
YDL211C   ,39.9      ,33.2      ,1119      ,26.8      ,73.2
YDL212W   ,38.9      ,29.1      ,633       ,32.1      ,67.9
YDL213C   ,42.2      ,39.4      ,678       ,18.4      ,81.6
YDL214C   ,39.6      ,32.9      ,2100      ,27.5      ,72.5
YDL215C   ,36.7      ,31.9      ,3279      ,31.5      ,68.5
YDL216C   ,37.5      ,36.8      ,1368      ,25.7      ,74.3
YDL217C   ,43.1      ,29.5      ,624       ,27.4      ,72.6
YDL218W   ,45.2      ,28.0      ,954       ,26.8      ,73.2
YDL219W   ,35.9      ,33.6      ,524       ,30.5      ,69.5
YDL220C   ,43.9      ,31.1      ,2775      ,25.0      ,75.0
YDL224C   ,40.4      ,31.5      ,1950      ,28.1      ,71.9
YDL225W   ,37.9      ,37.0      ,1656      ,25.1      ,74.9
YDL226C   ,43.7      ,32.1      ,1059      ,24.2      ,75.8
YDL227C   ,40.9      ,33.2      ,1761      ,25.9      ,74.1
YDL229W   ,43.5      ,27.7      ,1842      ,28.8      ,71.2
YDL230W   ,45.1      ,30.1      ,1008      ,24.8      ,75.2
YDL231C   ,39.6      ,30.5      ,3378      ,29.8      ,70.2
YDL232W   ,41.4      ,25.2      ,111       ,33.3      ,66.7
YDL233W   ,42.1      ,30.8      ,1377      ,27.1      ,72.9
YDL234C   ,38.1      ,34.3      ,2241      ,27.6      ,72.4
YDL235C   ,35.5      ,36.3      ,504       ,28.2      ,71.8
YDL236W   ,40.3      ,29.5      ,939       ,30.2      ,69.8
YDL237W   ,38.8      ,30.0      ,1173      ,31.2      ,68.8
YDL238C   ,42.9      ,30.2      ,1470      ,26.9      ,73.1
YDL239C   ,34.3      ,39.3      ,2373      ,26.5      ,73.5
YDL240C   ,35.5      ,29.0      ,138       ,35.5      ,64.5
YDL240W   ,36.8      ,34.5      ,3054      ,28.7      ,71.3
YDL241W   ,39.2      ,31.5      ,372       ,29.3      ,70.7
YDL243C   ,41.0      ,29.6      ,990       ,29.4      ,70.6
YDL245C   ,41.9      ,25.9      ,1704      ,32.2      ,67.8
YDR001C   ,40.7      ,32.0      ,2256      ,27.3      ,72.7
YDR002W   ,41.1      ,36.6      ,606       ,22.3      ,77.7
YDR003W   ,42.3      ,30.8      ,633       ,26.9      ,73.1
YDR004W   ,38.9      ,33.0      ,1383      ,28.1      ,71.9
YDR005C   ,36.7      ,34.0      ,1268      ,29.3      ,70.7
YDR006C   ,38.5      ,34.3      ,2706      ,27.1      ,72.9
YDR007W   ,41.9      ,29.3      ,675       ,28.7      ,71.3
YDR009W   ,41.3      ,30.6      ,1563      ,28.0      ,72.0
YDR011W   ,39.5      ,29.2      ,4506      ,31.3      ,68.7
YDR012W   ,48.2      ,25.0      ,1089      ,26.8      ,73.2
YDR013W   ,35.1      ,35.1      ,627       ,29.8      ,70.2
YDR014W   ,33.4      ,38.4      ,1944      ,28.2      ,71.8
YDR016C   ,38.9      ,34.4      ,285       ,26.7      ,73.3
YDR017C   ,38.3      ,35.2      ,3153      ,26.4      ,73.6
YDR018C   ,37.7      ,31.1      ,1191      ,31.2      ,68.8
YDR021W   ,35.2      ,37.0      ,1200      ,27.8      ,72.2
YDR030C   ,36.8      ,36.4      ,1521      ,26.8      ,73.2
YDR031W   ,34.5      ,38.4      ,354       ,27.1      ,72.9
YDR032C   ,46.7      ,24.8      ,597       ,28.5      ,71.5
YDR033W   ,39.8      ,26.7      ,963       ,33.5      ,66.5
YDR035W   ,41.8      ,31.4      ,1113      ,26.8      ,73.2
YDR036C   ,39.4      ,33.1      ,1503      ,27.5      ,72.5
YDR043C   ,36.9      ,38.6      ,696       ,24.4      ,75.6
YDR044W   ,44.2      ,29.2      ,987       ,26.6      ,73.4
YDR045C   ,39.0      ,29.7      ,333       ,31.2      ,68.8
YDR046C   ,41.6      ,26.7      ,1815      ,31.7      ,68.3
YDR047W   ,44.0      ,27.9      ,1089      ,28.1      ,71.9
YDR051C   ,39.0      ,34.0      ,1005      ,27.0      ,73.0
YDR052C   ,38.0      ,38.5      ,2115      ,23.5      ,76.5
YDR054C   ,41.2      ,33.6      ,888       ,25.2      ,74.8
YDR055W   ,41.4      ,27.7      ,1335      ,30.9      ,69.1
YDR056C   ,39.5      ,33.7      ,618       ,26.9      ,73.1
YDR057W   ,37.1      ,36.0      ,1629      ,26.9      ,73.1
YDR058C   ,36.5      ,34.0      ,981       ,29.5      ,70.5
YDR059C   ,39.1      ,28.1      ,537       ,32.8      ,67.2
YDR060W   ,37.3      ,36.9      ,3078      ,25.8      ,74.2
YDR061W   ,40.7      ,32.5      ,1620      ,26.8      ,73.2
YDR062W   ,39.7      ,28.5      ,1686      ,31.7      ,68.3
YDR063W   ,38.9      ,36.4      ,450       ,24.7      ,75.3
YDR064W   ,38.0      ,30.4      ,995       ,31.7      ,68.3
YDR065W   ,35.0      ,38.6      ,1098      ,26.4      ,73.6
YDR066C   ,36.9      ,33.0      ,591       ,30.1      ,69.9
YDR067C   ,34.8      ,36.1      ,675       ,29.0      ,71.0
YDR068W   ,37.1      ,41.6      ,933       ,21.3      ,78.7
YDR069C   ,35.5      ,34.3      ,2781      ,30.1      ,69.9
YDR070C   ,42.2      ,35.8      ,282       ,22.0      ,78.0
YDR071C   ,37.0      ,36.1      ,576       ,26.9      ,73.1
YDR072C   ,40.3      ,27.0      ,1584      ,32.6      ,67.4
YDR073W   ,40.8      ,36.5      ,510       ,22.7      ,77.3
YDR074W   ,39.7      ,32.7      ,2691      ,27.6      ,72.4
YDR075W   ,36.8      ,33.7      ,927       ,29.6      ,70.4
YDR076W   ,37.2      ,36.3      ,1221      ,26.5      ,73.5
YDR078C   ,34.2      ,33.0      ,672       ,32.7      ,67.3
YDR083W   ,35.2      ,40.0      ,1209      ,24.8      ,75.2
YDR084C   ,39.5      ,26.7      ,600       ,33.8      ,66.2
YDR085C   ,38.2      ,36.4      ,1863      ,25.4      ,74.6
YDR086C   ,39.1      ,32.9      ,243       ,28.0      ,72.0
YDR087C   ,39.1      ,36.2      ,837       ,24.7      ,75.3
YDR090C   ,40.0      ,27.2      ,933       ,32.8      ,67.2
YDR092W   ,41.9      ,32.5      ,730       ,25.6      ,74.4
YDR100W   ,38.4      ,23.8      ,432       ,37.7      ,62.3
YDR101C   ,39.0      ,31.3      ,1782      ,29.7      ,70.3
YDR103W   ,37.2      ,33.1      ,2754      ,29.7      ,70.3
YDR104C   ,37.7      ,35.4      ,3738      ,26.9      ,73.1
YDR105C   ,40.2      ,27.0      ,1422      ,32.8      ,67.2
YDR106W   ,36.3      ,35.0      ,855       ,28.8      ,71.2
YDR107C   ,38.4      ,27.2      ,2019      ,34.4      ,65.6
YDR108W   ,37.1      ,33.2      ,2097      ,29.7      ,70.3
YDR109C   ,40.5      ,31.6      ,2148      ,27.9      ,72.1
YDR110W   ,37.5      ,35.7      ,1701      ,26.7      ,73.3
YDR111C   ,42.3      ,30.1      ,1524      ,27.6      ,72.4
YDR113C   ,40.5      ,37.6      ,1122      ,21.9      ,78.1
YDR115W   ,42.8      ,28.9      ,318       ,28.3      ,71.7
YDR116C   ,41.5      ,33.3      ,858       ,25.2      ,74.8
YDR117C   ,37.1      ,35.2      ,1698      ,27.7      ,72.3
YDR118W   ,35.4      ,34.5      ,1959      ,30.1      ,69.9
YDR120C   ,40.6      ,33.7      ,1713      ,25.7      ,74.3
YDR121W   ,42.3      ,37.1      ,591       ,20.6      ,79.4
YDR122W   ,41.2      ,33.5      ,3195      ,25.4      ,74.6
YDR123C   ,43.5      ,34.1      ,915       ,22.4      ,77.6
YDR124W   ,37.7      ,35.6      ,975       ,26.7      ,73.3
YDR125C   ,35.5      ,35.3      ,1362      ,29.2      ,70.8
YDR126W   ,40.2      ,29.8      ,1011      ,30.1      ,69.9
YDR127W   ,40.2      ,30.1      ,4767      ,29.7      ,70.3
YDR128W   ,39.2      ,33.2      ,3447      ,27.6      ,72.4
YDR129C   ,40.1      ,30.7      ,2040      ,29.2      ,70.8
YDR130C   ,39.3      ,38.6      ,876       ,22.1      ,77.9
YDR131C   ,35.5      ,33.5      ,1671      ,30.9      ,69.1
YDR137W   ,36.4      ,36.0      ,1992      ,27.6      ,72.4
YDR138W   ,36.4      ,35.7      ,2259      ,27.9      ,72.1
YDR139C   ,37.1      ,34.5      ,307       ,28.3      ,71.7
YDR140W   ,39.3      ,32.3      ,666       ,28.4      ,71.6
YDR142C   ,39.5      ,31.2      ,1128      ,29.3      ,70.7
YDR143C   ,43.3      ,33.1      ,1833      ,23.6      ,76.4
YDR144C   ,40.9      ,29.5      ,1791      ,29.5      ,70.5
YDR145W   ,39.6      ,39.4      ,1620      ,21.0      ,79.0
YDR146C   ,38.0      ,36.8      ,2130      ,25.2      ,74.8
YDR147W   ,36.0      ,34.6      ,1605      ,29.4      ,70.6
YDR148C   ,43.0      ,30.5      ,1392      ,26.5      ,73.5
YDR151C   ,38.1      ,35.7      ,978       ,26.2      ,73.8
